"","UnitID","IndicatorID","CategoryID","Name","Code","Parameters","Units","YearMin","YearMax","MonthMin","MonthMax","DepthMin","DepthMax","Metric","Response","Applied","Comments","ACDEV","GTC_HM","GTC_ML","STC_HM","STC_ML","GSC_HM","GSC_ML","SSC_HM","SSC_ML","IW","ET","EQR_HG","EQR_GM","EQR_MP","EQR_PB","W","GridID","Period","ES","SD","N","NM","GridArea","EQR","EQRS","GTC","NMP","STC","NG","GSC","UnitArea","SSC","SE","CI","BEST","EQRS_Class"
"11",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1042,2011,7.65,NA,1,1,3423205183.92015,0.69016909124183,0.633179893517878,0,4,0,60.3613568898474,0,217300884803.446,0,NA,NA,5.279793548,"Good"
"12",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1043,2011,7.09,NA,1,1,647678925.758566,0.744681741607898,0.710138929328798,0,4,0,60.3613568898474,0,217300884803.446,0,NA,NA,5.279793548,"Good"
"13",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1077,2012,8.84,NA,1,1,3.6e+09,0.597261713574661,0.502016536811286,0,4,0,60.3613568898474,0,217300884803.446,0,NA,NA,5.279793548,"Moderate"
"14",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1080,2011,6.86,0.29698484809835,2,1,3.6e+09,0.769649205247813,0.745387113291031,0,4,0,60.3613568898474,0,217300884803.446,0,0.21,0.411592436753411,5.279793548,"Good"
"15",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1081,2011,6.8125,0.361697387328137,4,1,3535995640.8209,0.775015566678899,0.752963152958446,0,4,0,60.3613568898474,0,217300884803.446,0,0.180848693664068,0.354456926232691,5.279793548,"Good"
"16",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1081,2013,4.92,NA,1,1,3535995640.8209,1,1,0,4,0,60.3613568898474,0,217300884803.446,0,NA,NA,5.279793548,"High"
"17",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1082,2013,3.7,NA,1,1,1962603420.59601,1,1,0,4,0,60.3613568898474,0,217300884803.446,0,NA,NA,5.279793548,"High"
"18",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1115,2009,10.4,NA,1,1,3.6e+09,0.507672456538461,0.375537585701358,0,4,0,60.3613568898474,0,217300884803.446,0,NA,NA,5.279793548,"Poor"
"19",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1116,2006,8.17,1.06066017177982,2,1,3.6e+09,0.646241560342717,0.571164555777954,0,4,0,60.3613568898474,0,217300884803.446,0,0.75,1.46997298840504,5.279793548,"Moderate"
"20",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1116,2009,9.32,0.113137084989849,2,1,3.6e+09,0.566501453648069,0.458590287503156,0,4,0,60.3613568898474,0,217300884803.446,0,0.080000000000001,0.156797118763206,5.279793548,"Moderate"
"21",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1117,2006,7.46,0.527257053058563,5,1,3.6e+09,0.707747124396783,0.65799594032487,0,4,0,60.3613568898474,0,217300884803.446,0,0.235796522451032,0.462152691683813,5.279793548,"Good"
"22",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1117,2007,7.09,1.86279360101972,4,1,3.6e+09,0.744681741607898,0.710138929328798,0,4,0,60.3613568898474,0,217300884803.446,0,0.931396800509858,1.82550418431516,5.279793548,"Good"
"23",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1117,2008,8.734,2.151204313867,5,1,3.6e+09,0.604510367300206,0.512249930306173,0,4,0,60.3613568898474,0,217300884803.446,0,0.962047815859482,1.88557907049001,5.279793548,"Moderate"
"24",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1117,2009,8.84428571428571,0.855352892921145,7,1,3.6e+09,0.596972295848813,0.501607947080677,50,4,0,60.3613568898474,0,217300884803.446,0,0.323293005409858,0.633642647057035,5.279793548,"Moderate"
"25",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1117,2012,8.02,NA,1,1,3.6e+09,0.658328372568579,0.588228290685052,0,4,0,60.3613568898474,0,217300884803.446,0,NA,NA,5.279793548,"Moderate"
"26",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1118,2006,6.0875,0.673068665569441,8,1,3.6e+09,0.867317215277207,0.861548398550129,50,4,0,60.3613568898474,0,217300884803.446,0,0.237965708814166,0.466404218831311,5.279793548,"High"
"27",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1118,2007,6.74,0.424264068711928,2,1,3.6e+09,0.783352158456973,0.76473245899808,0,4,0,60.3613568898474,0,217300884803.446,0,0.3,0.587989195362016,5.279793548,"Good"
"28",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1118,2009,7.185,0.363475289000897,8,1,3.6e+09,0.734835566875435,0.696238447353555,50,4,0,60.3613568898474,0,217300884803.446,0,0.128507920823137,0.251870896541474,5.279793548,"Good"
"29",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1118,2010,6.60125,0.0865922299384547,8,1,3.6e+09,0.799817238856277,0.787977278385332,50,4,0,60.3613568898474,0,217300884803.446,0,0.030614976493773,0.0600042513153355,5.279793548,"Good"
"30",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1118,2012,5.44,NA,1,1,3.6e+09,0.970550284558824,0.969269862148338,0,4,0,60.3613568898474,0,217300884803.446,0,NA,NA,5.279793548,"High"
"31",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1118,2013,6.382,0.128909959963448,10,1,3.6e+09,0.827294507677844,0.819785573229055,50,4,0,60.3613568898474,0,217300884803.446,0,0.0407649086565612,0.079897752799925,5.279793548,"High"
"32",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1119,2011,6.88666666666667,0.219393102292058,3,1,3.6e+09,0.766668956631171,0.741179703479301,0,4,0,60.3613568898474,0,217300884803.446,0,0.126666666666667,0.248262104708407,5.279793548,"Good"
"33",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1119,2012,5.61833333333333,0.476126733828995,6,1,3.6e+09,0.939743734440819,0.937123896807811,50,4,0,60.3613568898474,0,217300884803.446,0,0.19437792512983,0.38097373264409,5.279793548,"High"
"34",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1120,2012,8.55,NA,1,1,1650238581.80024,0.617519713216374,0.530616065717234,0,4,0,60.3613568898474,0,217300884803.446,0,NA,NA,5.279793548,"Moderate"
"35",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1152,2006,9.12,NA,1,1,3564714109.64138,0.578924731140351,0.476129032198143,0,4,0,60.3613568898474,0,217300884803.446,0,NA,NA,5.279793548,"Moderate"
"36",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1152,2007,7.94,0.463680924774785,5,1,3564714109.64138,0.664961404030227,0.597592570395614,0,4,0,60.3613568898474,0,217300884803.446,0,0.207364413533277,0.406426782200493,5.279793548,"Moderate"
"37",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1152,2008,4.37666666666667,0.472581562625261,3,1,3564714109.64138,1,1,0,4,0,60.3613568898474,0,217300884803.446,0,0.272845092395748,0.53476655445417,5.279793548,"High"
"38",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1152,2009,10.7933333333333,0.771059876620054,3,1,3564714109.64138,0.489171730821495,0.349418914100934,0,4,0,60.3613568898474,0,217300884803.446,0,0.445171627327908,0.872520356501786,5.279793548,"Poor"
"39",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1152,2013,9.37,0.567626637852735,4,1,3564714109.64138,0.563478500320171,0.4543225886873,0,4,0,60.3613568898474,0,217300884803.446,0,0.283813318926367,0.55626388342846,5.279793548,"Moderate"
"40",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1153,2006,8.88666666666667,0.404145188432738,3,1,1928175972.43326,0.594125305476369,0.497588666554874,0,4,0,60.3613568898474,0,217300884803.446,0,0.233333333333334,0.457324929726013,5.279793548,"Moderate"
"41",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1153,2007,9.55,NA,1,1,1928175972.43326,0.552857963141361,0.439328889140745,0,4,0,60.3613568898474,0,217300884803.446,0,NA,NA,5.279793548,"Moderate"
"42",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1153,2008,7.03,1.73155999029777,3,1,1928175972.43326,0.751037489046942,0.719111749242741,0,4,0,60.3613568898474,0,217300884803.446,0,0.999716626516401,1.95940858271803,5.279793548,"Good"
"43",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1153,2009,10.1833333333333,0.0737111479583194,3,1,1928175972.43326,0.51847399816694,0.390786820941562,0,4,0,60.3613568898474,0,217300884803.446,0,0.042557151116012,0.0834104834720121,5.279793548,"Poor"
"44",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1154,2006,7.88,0.250998007960222,5,1,1549702522.60058,0.670024561928934,0.604740558017319,0,4,0,60.3613568898474,0,217300884803.446,0,0.112249721603218,0.220005411616955,5.279793548,"Good"
"45",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1154,2007,14.46,NA,1,1,1549702522.60058,0.365130950760719,0.190503104744723,0,4,0,60.3613568898474,0,217300884803.446,0,NA,NA,5.279793548,"Bad"
"46",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1154,2008,7.43333333333333,2.64356451279959,3,1,1549702522.60058,0.710286127533632,0.661580415341598,0,4,0,60.3613568898474,0,217300884803.446,0,1.52626268308499,2.99141988979404,5.279793548,"Good"
"47",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1154,2009,10.235,1.58981445458267,6,1,1549702522.60058,0.515856721836834,0.387091842593178,50,4,0,60.3613568898474,0,217300884803.446,0,0.649039033238115,1.2720931297074,5.279793548,"Poor"
"48",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1154,2013,10,0.127671453348036,3,1,1549702522.60058,0.5279793548,0.404206147952941,0,4,0,60.3613568898474,0,217300884803.446,0,0.0737111479583195,0.144471195257409,5.279793548,"Moderate"
"49",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1155,2006,10.5015384615385,3.26639212870432,26,1,2354456877.5146,0.502763815733958,0.368607739859706,100,4,0,60.3613568898474,50,217300884803.446,0,0.640592200127277,1.25553764102674,5.279793548,"Poor"
"50",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1155,2007,14.5331818181818,5.53036241502837,22,1,2354456877.5146,0.363292334332093,0.189543826608048,100,4,0,60.3613568898474,0,217300884803.446,0,1.17907722859019,2.31094890302808,5.279793548,"Bad"
"51",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1155,2008,8.4324,2.61640223716971,25,1,2354456877.5146,0.626131771263223,0.542774265312785,100,4,0,60.3613568898474,50,217300884803.446,0,0.523280447433942,1.02561083078453,5.279793548,"Moderate"
"52",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1155,2009,12.4092857142857,3.22559891489757,28,1,2354456877.5146,0.425471189040465,0.259488737468892,100,4,0,60.3613568898474,50,217300884803.446,0,0.609580897004197,1.19475660379185,5.279793548,"Poor"
"53",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1155,2010,10.215,0.572756492761104,2,1,2354456877.5146,0.516866720313265,0.388517722795197,0,4,0,60.3613568898474,0,217300884803.446,0,0.405,0.793785413738722,5.279793548,"Poor"
"54",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1155,2011,8.25176470588235,0.701732100716841,17,1,2354456877.5146,0.639838111747933,0.562124393055905,100,4,0,60.3613568898474,0,217300884803.446,0,0.170195033655418,0.333576136312201,5.279793548,"Moderate"
"55",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1155,2013,11.0313333333333,2.1805892606838,15,1,2354456877.5146,0.47861789581193,0.334519382322724,100,4,0,60.3613568898474,0,217300884803.446,0,0.56302572610314,1.10351014553167,5.279793548,"Poor"
"56",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1156,2006,10.2168181818182,1.85356127331669,22,1,3240483949.29824,0.516774738870846,0.388387866641194,100,4,0,60.3613568898474,0,217300884803.446,0,0.395180591280136,0.77453972629831,5.279793548,"Poor"
"57",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1156,2007,7.67846153846154,2.51005924947947,13,1,3240483949.29824,0.687610860789421,0.629568274055653,100,4,0,60.3613568898474,0,217300884803.446,0,0.696165179111606,1.36445867834962,5.279793548,"Good"
"58",2,1,11,"Dissolved Inorganic Nitrogen","DIN","NTRA+NTRI+AMON","umol/l",2006,2014,11,2,0,10,"Mean",1,1,NA,50,12,6,0,2,0.8,0.4,70,50,50,7.919690322,0.808333333333333,0.666666666666667,0.525,0.383333333333333,NA,1156,2008,10.6042857142857,2.17031622752827,14,1,3240483949.29824,0.497892426727738,0.361730484792101,100,4,0,60.3613568898474,0,217300884803.446,0,0.580041410311892,1.13686027375313,5.279793548,"Poor"
